loan_number,application_date,lock_date,note_rate,LTV,CLTV,DTI,FICO,UW_system,funded_date,action_date,file_status,loan_program
10046319,May 20 2025,2025-06-29,4.270%,0.8085,97.291%,42.96,656, LPA ,2025-07-25,NULL,FUNDED,Conv 30yr
10008416,2025-04-12,04-27-2025,4.39%, 85.6 , 87.4 ,0.2292,668,Loan Product Advisor,07/25/25,N/A,Closed/Funded,Conv 30yr
10034962,Apr 26 2026,20260524,4.287%,76.23,84.731%,47.49%,726,Loan Product Advisor,Jul 24 2026,NULL,funded,30yr fixed
10027713,20240814,09-26-2024,6.89,86.06,88.7,35.88,669,Desktop Underwriter,12-23-2024,,Closed/Funded,Conventional 30YR
10001016,09/09/2025,2025-09-30,7.30%,1.0279,96.88%,49.93%,754,du,NULL,11/23/25,Declined, conventional 30 
10037893,06/09/2023,20230614,6.75,60.37%,62.68,24.28,756,Loan Product Advisor,08/07/2023,None, Funded ,30yr fixed
10029549,10/30/24,2024-11-09,0.0621,73.55,77.12%,52.735%,713,Loan Product Advisor,2025-01-11,,Funded,30 Year Conventional
10023794,20231020,20231127,7.71,71.49,73.770%,45.33%,705,manual underwriting,,2023-12-03,cancel,Conventional 30YR
10019256,N/A,May 23 2025,6.21%, 90.8 ,87.455%,43.806%,716,D.U.,06/30/2025,N/A,Closed/Funded,Conv 15
10000010,03/29/2023,04/24/2023,6.04,85.06,0.8231,65.0,724,LPA,05/31/23,,funded,Conv 30
10010137,2023-05-13,06-16-2023,0.0672,98.119%,1.1209,26.28,620,MANUAL UW,2023-07-07,,FUNDED, conventional 30 
10004805,04-02-2026,04/26/26,6.73,68.85,77.45,0.2066,754,Desktop Underwriter,2026-07-25,NA,funded,Conventional 30YR
10005714,20260324,04/29/26,5.87%,96.28,105.161%,0.5487,720,DESKTOP UNDERWRITER,NULL,20260506,Withdraw, conventional 30 
10045446,Apr 28 2026,2026-05-16,7.01,71.31,68.80%,46.38,690,LPA,06/07/2026,NULL,Funded,Conventional 15YR
10034350,Sep 20 2024,10/09/2024,7.51, 44.7 ,45.01, 28.3 ,769,D.U.,01/07/2025,None,Fund,CONV15
10027533,10/27/23,20231204,0.0701, 80.5 ,82.56,55.94,782,None,2024-02-25,N/A, Funded ,30yr fixed
10017309,2024-11-29,Dec 05 2024, 6.6 ,54.762%,0.6218,0.2155,748,DU,12/23/24,,FUNDED,FHA30
10031472,11/10/2024,2024-12-08,0.0683,94.23,100.363%,NULL,652,DU,None,2025-01-04,cancel,30yr fixed
10035548,20250829,09-04-2025,7.01%,69.66%,79.48,N/A,661,Desktop Underwriter,Oct 14 2025,NULL, Funded ,15 Year Conventional
10013217,2024-07-29,Aug 12 2024,4.3,80.12,0.8276,30.68,753,DESKTOP UNDERWRITER,,09-09-2024,Canceled,Jumbo 30YR
10038089,2023-01-21,02/15/23,6.364%,0.76,69.703%,44.45,779,D.U.,NULL,02-27-2023,denied,30yr jumbo
10040081,07/31/2025,2025-09-07,6.76%,57.325%,58.76%,0.4396,773,D.U.,Nov 15 2025,,Closed/Funded,CONV30
10047606,20230912,09/17/23,6.25,0.6517,0.5855,38.198%,689,Loan Prospector,NULL,11-23-2023,cancel, conventional 30 
10038811,12/04/2024,12/25/2024, 6.0 ,103.15,110.03,41.23,697,DESKTOP UNDERWRITER,,2025-02-19, WITHDRAWN ,Non-Conforming 30
10020160,Aug 27 2025,Oct 01 2025,6.18%,78.19%,94.31,29.22,802,LP,20251029,N/A,Funded,15yr fixed
10004836,06/07/26,07-09-2026,4.271%, 69.6 , 75.8 ,34.02%,721,Desktop Underwriter,Aug 26 2026,,Closed/Funded,FHA30
10037733,2025-12-31,02/09/26,6.09,73.14%,0.7978, 43.4 ,681,DU,05/01/2026,NULL,Fund,30 Year Conventional
10027356,Aug 24 2025,Oct 04 2025,0.0697,82.55%,87.72,33.54,420,manual underwriting,10/25/2025,N/A, Funded ,Conventional 30YR
10033308,20230102,01-27-2023,6.03,75.42,79.14, 19.9 ,805,DESKTOP UNDERWRITER,Apr 14 2023,NULL,Fund,30yr fixed
10031922,Sep 29 2024,10/01/24,7.50%, 91.3 ,86.21%, 42.3 ,778,DU,NULL,11/18/2024,WD,30yr jumbo
10040252,Jan 29 2026,20260207, 7.4 ,84.69,92.64,34.02%,772, LPA ,N/A,Mar 06 2026,Canceled,CONV15
10019130,Oct 11 2024,2024-10-22,2.983%,90.05,89.751%,47.28,777,lpa,N/A,11/27/24,Withdrawn,15yr fixed
10036488,08/04/23,09/01/23,5.75,64.14,65.2, 26.3 ,787,DU,10-21-2023,N/A, Funded ,Jumbo 30YR
10046428,20260128,02/02/2026,4.81%,105.00%,107.0,NULL,712,DU,Mar 30 2026,NULL,Closed/Funded,30yr jumbo
10009338,Feb 10 2026,03/07/26, 7.0 ,83.097%,NULL,NULL,687,DESKTOP UNDERWRITER,20260511,NA,Closed/Funded, conventional 30 
10029704,09/30/2025,2025-10-06,6.58%,85.06%,96.41,32.046%,729,du,11/22/25,None, Funded ,Conv 30
10000668,12-09-2024,01-12-2025,5.06,70.97,82.903%,,760,DESKTOP UNDERWRITER,03/01/25,,Funded,Conv 30yr
10023960,05/09/2026,20260528,4.21%, 68.0 ,0.7258,36.033%,700,LPA,06-29-2026,,Funded, conventional 30 
10024934,Jan 29 2024,02/09/24,6.646%,85.03,88.605%,34.87,713,LPA,04/22/2024,, Funded ,Conv 30yr
10021448,20240810,20240815,5.86, 82.1 ,86.097%,46.78%,744, DU ,2024-10-28,None,Closed/Funded,30yr fixed
10011024,20230214,03/27/23,5.7,59.43,63.748%,40.36,740,DESKTOP UNDERWRITER,2023-05-18,NULL,Funded, conventional 30 
10010976,07-05-2023,Jul 29 2023,6.27,85.64,89.01,47.42%,602, DU ,None,08-10-2023,cancel,None
10034122,2025-11-03,2025-12-18,6.8,None,180%,0.4341,728,Loan Prospector,,20260224, WITHDRAWN ,30yr jumbo
10013324,04-25-2025,06-08-2025, 5.5 ,83.22,82.26%,34.15%,719,D.U.,,06/22/2025,Withdrawn,FHA 30YR
10007115,Nov 28 2025,Dec 12 2025,6.71,82.15,84.434%,47.37%,710,du,02/01/26,NULL,Closed/Funded, conventional 30 
10024505,20251121,Dec 12 2025, 5.5 ,67.4,0.6093, 42.5 ,691,DU,Feb 20 2026,,funded,Jumbo 30YR
10041431,2024-02-21,20240302,5.68,93.96%,98.0,32.07,771,Desktop Underwriter,Apr 23 2024,NULL,Funded,30 Year Conventional
10019088,04/06/2026,2026-04-15,7.35,100.9,102.15, 51.8 ,625,du,None,2026-05-29,CXL,V.A.
10003331,2025-05-07,May 14 2025,0.054,77.27,0.8873,46.84,850,du,08/07/2025,NA,Funded,Jumbo
10040822,20230519,05/21/23,4.84, 80.7 ,83.580%, 46.2 ,699,Desktop Underwriter,N/A,07/29/23,Credit Denied, conventional 30 
10044598,06/22/25,20250802,5.55%,85.26,98.448%,42.516%,675, DU ,20250910,N/A,Funded,30yr fixed
10042357,20250914,09-29-2025,0.0632,84.26, 88.1 , 46.9 ,659,Desktop Underwriter,12/26/25,,FUNDED,V.A.
10038414,09-14-2024,Oct 24 2024,7.59,51.18,55.75%, 49.1 ,681,DESKTOP UNDERWRITER,01/16/25,NULL, Funded ,VA 30YR
10017641,05-30-2024,Jun 25 2024,,76.64, 76.9 ,44.06,778,Loan Prospector,08/31/2024,NULL,Funded,CONV30
10006191,Aug 26 2023,10/03/2023,6.274%,-20%,59.313%,40.7,783,Manual,Dec 24 2023,NA, Funded ,30yr jumbo
10048530,08/14/2024,08-24-2024,6.83%,0.8758,92.69%, 28.5 ,723,Desktop Underwriter,09-03-2024,N/A,FUNDED,
10044473,20230104,01/16/23,0.0555,84.24%,80.89%, 36.4 ,749, DU ,03/05/2023,N/A,funded,Conventional 30YR
10013844,May 29 2023,2023-06-11,6.64,52.24,44.25%,38.98%,759,Desktop Underwriter,None,2023-08-16,expired,30 Year VA
10030355,10/02/24,10/03/24,0.0463,48.534%,49.48,34.51%,731,DESKTOP UNDERWRITER,20241104,N/A,Fund,Conv 30
10025827,Feb 11 2023,20230217,5.964%,0.594, 55.3 , 39.1 ,775,LP,20230228,,Fund,30yr jumbo
10032051,Apr 21 2025,05/23/2025,5.44%, 44.7 ,49.13,NA,704,D.U.,NA,2025-06-01,denied,30yr fixed
10011004,Aug 14 2024,09/03/2024,0.0632,79.986%,79.34,41.53,685,lpa,2024-11-17,None, Funded ,Conventional 30YR
10027861,04-06-2026,20260411,6.51,85.94,90.521%,49.62,804,Loan Product Advisor,Jun 02 2026,, Funded ,CONV30
10027510,20240621,20240629,0.0554,69.859%,65.418%,42.26%,788,DU,09/17/2024,NA,Fund,Conventional 30YR
10020560,03/19/2025,05/02/2025,5.65,0.543,55.63,51.47,758,DESKTOP UNDERWRITER,Jun 15 2025,None,funded, conventional 30 
10037679,20241118,12/01/24,6.012%,65.79,71.654%, 30.8 ,744,DU,01/17/25,NULL,Funded,30 Year Conventional
10034621,Apr 17 2026,05/18/26, 6.6 ,0.7252,0.7397,49.73%,663,DESKTOP UNDERWRITER,06/08/2026,N/A, Funded ,F.H.A.
10022701,01/07/23,20230128,5.13, 56.1 ,0.5893,0.3056,726, DU ,04/26/2023,None,Fund,CONV30
10045741,05/25/25,07/04/2025,6.976%,90.69%,88.297%,52.46,673,D.U.,,08/25/25,denied,30 Year Conventional
10036396,08/18/25,08-24-2025,5.530%,69.20%, 78.9 ,29.85,582, DU ,Oct 14 2025,None,Fund,Conv 30
10002106,09/23/2023,Sep 27 2023,8.20%,105.00%,115.00%,NA,725, DU ,11/08/23,None,FUNDED,VA30
10049286,Feb 21 2026,03-17-2026,6.565%,72.47,70.38,NULL,621,DESKTOP UNDERWRITER,05-30-2026,, Funded ,JUMBO30
10046197,01/22/23,Feb 25 2023,8.27%,0.9611,95.6,22.86%,641, LPA ,04/18/23,NULL,Closed/Funded,Conv 30
10037798,2023-01-30,02/17/23,N/A,69.94,69.24, 38.9 ,753,lpa,04-03-2023,None,Funded,F.H.A.
10017313,2023-08-20,09/27/23,4.070%,0.9913,106.00%, 14.4 ,795,LPA,,10/08/2023,Expired,Conv 30yr
10033592,03-13-2024,Apr 24 2024,None,105.0,97.43%,0.5192,702, LPA ,,06/04/24,Withdraw,Conv 30yr
10023961,11/25/2023,Dec 03 2023,0.0691,150%, 77.6 , 23.6 ,733,Desktop Underwriter,2024-01-02,N/A,FUNDED,30 Year Conventional
10028017,12/24/25,20260119, 6.1 ,87.44,-5,0.2979,628,D.U.,20260305,N/A,funded,Conv 30
10034300,11-10-2025,12-11-2025,7.05%,62.284%,66.57,41.57,794, LPA ,2026-01-27,,FUNDED,V.A.
10033983,10-31-2023,12-07-2023,6.07%,56.912%,61.7, 42.0 ,728,Loan Prospector,,Jan 30 2024,Withdraw,FHA 30YR
10000505,01/04/2025,2025-02-03,7.73%,64.667%,72.258%,42.22%,729,DU,02/22/2025,NULL,Funded,30yr fixed
10014684,2024-07-28,08-19-2024,5.416%,58.5, 62.1 ,38.233%,729,MANUAL UW,,10/14/2024,expired,30 Year Conventional
10042957,04/03/25,2025-05-12,0.0628,84.71,0.883,32.6,N/A, DU ,2025-08-01,, Funded , conventional 30 
10039299,Feb 04 2024,03-15-2024,4.90%,83.06,84.06, 46.3 ,738,D.U.,05/20/24,,Closed/Funded,CONV30
10042919,20250406,20250416,8.09,51.566%,59.88%,26.11%,747,DU,Jun 14 2025,None,Funded,30yr jumbo
10042345,10/20/2024,20241022, 8.0 , 69.4 ,74.45,36.590%,739,D.U.,20241129,,FUNDED,Jumbo
10025471,12-30-2023,Jan 04 2024,0.0892, 72.2 ,57.957%,42.20%,710,Desktop Underwriter,02/29/24,,Closed/Funded,30 Year Conventional
10013117,04-12-2024,May 18 2024, 4.2 ,90.06%,96.80%,0.3543,,Loan Product Advisor,06-28-2024,NULL, Funded ,VA 30YR
10030356,20260126,02/08/26,6.52,67.247%,77.75,41.84,829,Desktop Underwriter,03-17-2026,N/A,FUNDED,CONV30
10003710,Apr 17 2026,05/06/2026,5.744%,83.094%,99.64,43.414%,807,lpa,07/14/2026,NA,FUNDED,Conv 30
10049509,02/06/2025,2025-03-11,6.167%,54.298%,61.39, 53.9 ,630,LPA,06-05-2025,NA,Funded,30yr fixed
10021234,2025-03-18,03-20-2025,4.64,83.352%,87.77%,34.9,650,du,04-14-2025,NULL,Funded,30YR FHA
10004749,02/30/2025,Sep 22 2024,5.17, 58.9 , 64.5 ,44.93,689,DESKTOP UNDERWRITER,Nov 16 2024,NULL,FUNDED,FHA30
10020653,20231128,2023-12-24,0.066,0.6765,74.01%,36.89,683, DU ,None,02/29/2024,WD,15yr fixed
10044483,03/19/2024,2024-04-04,0.0753,0.7212,0.7626,forty five,754,Desktop Underwriter,NULL,06-10-2024,denied,Conv 30yr
10015486,12-08-2023,20231224,5.402%,85.50%,93.42,34.66,703,Loan Product Advisor,NULL,02/14/2024,WD,CONV30
10028711,03-28-2026,05-06-2026,6.06,51.93, 58.5 , 38.8 ,733,D.U.,05/27/2026,N/A,Fund,V.A.
10028179,Nov 18 2025,2025-11-27,4.751%,0.7059,73.29, 44.7 ,792,du,20260102,,Closed/Funded, conventional 30 
10025290,03/27/24,2024-05-01,6.83,77.529%,78.550%,0.2819,798,MANUAL UW,07/13/2024,,Closed/Funded, conventional 30 
10026791,20240405,04/10/24, 4.1 ,69.88%, 70.8 , 43.8 ,747,DESKTOP UNDERWRITER,05-18-2024,N/A,Funded,30yr fixed
10038070,2023-01-25,02/01/2023, 6.1 ,78.25,76.72,47.302%,775,Loan Prospector,03/26/2023,None, Funded ,F.H.A.
10006589,20250918,10/13/2025,0.0525,74.38,86.958%,38.34%,739,Manual,11/26/2025,NA,funded,FHA
10034579,06/30/2024,07/16/24,6.97%, 57.3 ,64.66,39.44%,682,DU,10/08/2024,NULL, Funded ,30 Year Conventional
10019871,10/18/24,20241108, 6.7 ,102.59,94.77%,36.161%,748,lpa,Jan 15 2025,N/A,Fund,Conv 30yr
10023804,20230715,2023-08-12,6.34,91.892%, 98.6 ,25.05,803,LPA,20231013,NULL,Fund,Conv 30yr
10035910,11/13/23,2023-11-19,6.89,84.692%,90.677%, 42.6 ,770, DU ,20240211,,Closed/Funded,JUMBO30
10025732,Jan 18 2026,02/23/26, 6.9 ,0.7039, 78.0 ,23.04%,680, LPA ,03-22-2026,,Closed/Funded,30 Year Conventional
10001325,Nov 28 2025,12-31-2025,0.0672,96.61,100.69,52.0,745,D.U.,02/02/26,None,Closed/Funded,VA
10037081,05/30/25,06/07/25,4.48,88.16,88.22,23.53,780,LPA,08/03/2025,None,FUNDED,F.H.A.
10040263,20230324,2023-05-03,6.128%,78.925%,86.090%,31.690%,756,LP,06-20-2023,NA, Funded ,Conventional 30YR
10026257,Mar 05 2025,03/28/25,4.73,49.63%,0.5562,0.3233,731,LP,May 11 2025,NULL,FUNDED,FHA 30YR
10041460,Feb 17 2025,20250315,8.300%, 60.0 ,63.009%,36.45,725,DESKTOP UNDERWRITER,05/27/25,NA,FUNDED,VA30
10017750,03/14/2026,Mar 25 2026,6.11,77.74%, 73.4 ,0.3587,772,du,04/08/2026,,FUNDED,FHA 30YR
10026433,06/10/2023,20230625, 6.1 ,88.758%, 97.7 ,43.67,730,Loan Prospector,Aug 25 2023,NA,Closed/Funded,30YR FHA
10042349,03-26-2024,2024-05-04,7.99,73.75%,63.53%,42.2,751,lpa,07-08-2024,N/A, Funded ,VA
10013808,09/02/2023,10-14-2023,0.0458,105.000%,107.821%,29.233%,747,DU,N/A,Nov 24 2023,Credit Denied,30yr fixed
10028296,10/06/24,10/14/2024,4.77,64.763%,63.04%,52.673%,701, DU ,10-13-2024,NA,Fund,15 Year Conventional
10026963,20251027,20251207,6.64,63.405%,0.6836,40.12%,707,lpa,20260207,N/A,FUNDED,VA
10022557,20260412,May 26 2026,5.50%,0.6691,68.084%, 27.2 ,719,manual,20260725,NA,Closed/Funded,CONV30
10017925,11/29/2023,01/04/24,6.348%,72.379%,71.940%,44.93,756,D.U.,NULL,20240209, WITHDRAWN ,FHA 30YR
10019066,06-13-2024,06-27-2024,6.447%,102.42,1.1,0.3326,692,D.U.,08-11-2024,NA,FUNDED,Conv 30
10023323,07/17/2025,08/23/25,4.77%,100.5,98.46,20.89,775,LPA,20250918,NA,Fund,Jumbo 30YR
10027570,2024-03-06,2024-04-18,0.0514,84.66%,92.28%,30.63,671, DU ,07-02-2024,,Funded,VA30
10016469,04/09/2024,05/23/24,5.02%,65.09,63.61%, 34.0 ,681,manual underwriting,,Jun 09 2024,Cancelled,Conventional 15YR
10046733,04/15/26,04-21-2026,7.42,0.6217,61.57,36.383%,711,DU,05-08-2026,N/A,funded,CONV30
10021678,09-12-2024,10-04-2024,0.073,72.02,79.468%, 60.2 ,796,du,2024-12-17,,Fund,CONV30
10001543,03/25/2023,04/20/23,5.22,81.71%,84.37, 11.0 ,808,LPA,05-23-2023,,Fund,Conventional 15YR
10044262,07-01-2024,07/02/24,6.36,78.99, 78.5 ,21.54,801,D.U.,20240808,N/A,Closed/Funded,JUMBO30
10011517,12/31/24,Jan 19 2025,6.422%,0.7338,75.89,17.747%,701, DU ,03-17-2025,, Funded ,Non-Conforming 30
10007057,Jul 11 2025,Aug 10 2025,6.67,78.07,77.91,41.93,674,LP,2025-09-12,N/A,funded, conventional 30 
10035308,08/01/25,NA,0.0663,97.3,99.210%,42.93%,728,manual,,2025-08-30,Declined,VA30
10017338,05/23/2023,06/07/23,6.599%,69.15,72.398%,31.524%,685,DESKTOP UNDERWRITER,2023-08-08,,Closed/Funded,FHA
10023626,10/04/2025,11/07/2025,0.0766,63.28%, 60.3 ,54.08,797,DESKTOP UNDERWRITER,20251218,,Funded,VA 30YR
10048137,20250406,Apr 16 2025,7.0,59.432%,0.6272,50.07%,817,LPA,,20250611,Withdrawn,30yr fixed
10006732,01-24-2024,Mar 01 2024,NULL,86.22%,89.49%, 27.9 ,718,DESKTOP UNDERWRITER,04/11/24,N/A, Funded ,Conventional 30YR
10037615,01/04/2023,01/14/2023,0.0698, 49.7 ,42.88,51.728%,765,du,03-27-2023,NA,Funded,CONV30
10006802,06/01/23,2023-06-19,5.99%,0.9308,88.56,42.0,849,Desktop Underwriter,07/08/23,,Fund,Conv 30yr
10024395,2025-01-28,01-30-2025,6.60%,58.159%,64.8,0.4557,752,DU,Feb 17 2025,None,FUNDED,Conventional 30YR
10037099,Aug 30 2023,Sep 26 2023,6.089%,68.37,78.16,39.06,702, DU ,20231216,N/A,Closed/Funded,CONV30
10008925,08/07/2024,20240829,4.81,85.08,85.05, 39.6 ,762,LPA,None,11/11/2024,Credit Denied,30 Year Conventional
10038103,20240815,08/28/24,0.0524,91.132%,92.68,31.15,619,D.U.,20241015,,funded,CONV30
10023715,2024-07-10,07/16/2024,6.030%,71.620%,65.09%,30.71,754,lpa,10/14/24,,funded,30 Year Conventional
10009349,11/28/2025,12-10-2025,0.0565,64.413%,68.795%,30.11,818,Desktop Underwriter,01/05/26,NA,FUNDED,NULL
10037498,2024-01-13,02/25/2024,5.14,78.731%,80.09%,37.76%,794, DU ,None,03/24/24,withdrawn,CONV30
10022926,Sep 17 2023,09-26-2023,5.74, 84.6 ,90.97%,42.40%,646,Loan Prospector,2023-10-13,,FUNDED,30YR FHA
10011175,2023-10-20,12-03-2023,0.0517,1.05,107.31,0.3518,620,D.U.,NA,01/31/24,withdrawn,Conv 30
10021690,Mar 30 2025,05/03/25,6.38,94.15,0.9373, 37.6 ,783,D.U.,2025-04-16,N/A,Fund,30yr jumbo
10021546,08/10/2023,20230813, 7.7 ,56.53%,59.92,0.5158,754, DU ,None,20230827,denied,Conv 30
10024245,01/26/26,20260218,6.75,64.42%,0.685,41.02%,732,LPA,,2026-04-29,DENY,30yr jumbo
10018541,01/01/24,2024-02-03, 5.7 ,76.960%,68.431%, 32.8 ,593, LPA ,04-30-2024,NA,Closed/Funded,Jumbo 30YR
10001063,2023-12-08,20240118,,61.835%,0.6637,0.3325,665,Desktop Underwriter,02/14/24,NA,FUNDED,Conv 30
10027193,03/01/2025,04-15-2025,8.11%,86.918%, 76.9 ,0.3924,821,LPA,May 21 2025,,Closed/Funded,FHA30
10001168,08/25/2023,20231003,4.74,0.5582,0.5709,26.03,699,Loan Product Advisor,2023-12-28,, Funded ,FHA30
10040420,12/16/2023,01-15-2024, 5.5 ,58.96,68.04%,51.98%,795, LPA ,,20240321,Expired,15 Year Conventional
10021973,04-06-2024,04/11/24,5.43%,72.45%,66.28,28.23,707,du,,May 14 2024,WD,VA30
10011131,03/16/26,04/02/2026,6.83,0.7324,78.67,41.06,731,D.U.,Apr 15 2026,NA,FUNDED,Conv 30yr
10031668,2024-09-12,20241014,6.93,N/A,60.17%,37.09%,734, DU ,20250108,,funded,Conv 30
10023577,10/04/2025,2025-10-10,5.773%,0.5454,49.13,51.54,710,Desktop Underwriter,Jan 08 2026,,Funded,Conventional 30YR
10037260,Apr 08 2025,May 16 2025,5.66%,57.510%,68.971%,41.613%,841,Desktop Underwriter,08/04/25,None,Funded,VA
10021365,NA,20260124, 7.3 ,51.295%,58.87,24.79,788, DU ,20260307,N/A,Fund,30yr fixed
10008336,2023-02-11,Mar 16 2023,7.69%, 36.3 ,43.44,36.033%,,du,2023-05-22,,funded,JUMBO30
10005487,06/24/2023,06/29/2023,0.0544,0.7215, 69.9 ,20.623%,723,LP,20230823,NULL,Fund,F.H.A.
10032308,NA,Feb 11 2026,6.753%,81.642%,81.42, 32.5 ,746,Loan Product Advisor,NA,Mar 30 2026,Denied,Jumbo
10017102,2024-12-08,12/29/2024,6.14%,0.5321,0.6037,32.658%,700,D.U.,None,2025-01-28,Withdrawn,FHA30
10035271,Jul 25 2025,09-02-2025,4.66%,0.8765,0.8981,48.2,720, LPA ,09-15-2025,N/A,FUNDED,Conventional 30YR
10004361,Dec 23 2025,01/08/26,6.82,88.36,96.45,58.9,810,DESKTOP UNDERWRITER,None,03-09-2026,cancel,Conv 30yr
10036940,05-25-2024,2024-05-28,5.74%,56.92,0.5196,38.77%,699, DU ,20240630,N/A,Funded,Jumbo
10024467,20240831,2024-09-01,0.0626,85.930%, 94.4 ,31.62%,832,N/A,,20241112,Withdrawn,VA30
10049716,20251006,2025-10-18,5.34,0.5601,57.519%,54.69,714,DESKTOP UNDERWRITER,11/01/2025,, Funded ,30yr fixed
10016780,20250324,04/06/25,0.0577,57.167%,0.5475,0.2536,656,DESKTOP UNDERWRITER,2025-05-05,NULL,funded,Conventional 30YR
10013924,10/24/2024,20241114,4.74, 56.3 ,54.4,31.02,618,D.U.,20241229,, Funded ,Jumbo 30YR
10047281,20230102,20230123,5.09%,0.6979,69.99%,46.497%,779,du,Feb 05 2023,None, Funded ,30yr jumbo
10039955,04/26/25,06/02/25,6.87%,150%,76.851%,0.4957,703,du,08-24-2025,,Fund,Conv 30
10000699,2025-09-16,10-12-2025, 7.7 ,80.68,83.526%,36.099%,770,manual,20251222,N/A,FUNDED,JUMBO30
10000729,Mar 07 2025,2025-04-05, 5.5 ,77.36,80.719%,25.641%,736,lpa,2025-06-07,NULL,FUNDED,Conv 30yr
10046960,03-06-2025,03/18/25,7.174%,0.9099, 86.1 ,31.3,627,D.U.,N/A,03/21/25,WD,Jumbo 30YR
10041556,09-04-2023,09/27/23,5.41%,63.94,74.222%,19.98,799,DU,2023-11-10,NULL,Fund,FHA
10014398,07-19-2025,20250822,6.87,67.13%,0.702,0.365,715,MANUAL UW,09-07-2025,,Fund,30YR FHA
10044913,12/19/24,20250104,7.83%,47.40%,62.14,0.3574,830,Loan Prospector,01/29/25,NULL,Funded,VA
10046353,05-16-2023,06/18/23,7.02%,78.243%, 77.4 ,30.29%,704, LPA ,Jul 26 2023,N/A,Funded,Non-Conforming 30
10021353,2023-06-14,06/17/23,6.39,0.813,77.669%,48.52,850,LPA,08/15/23,,Fund,VA30
10002915,20240930,Oct 23 2024,4.630%, 77.2 ,83.153%,46.255%,751,du,Jan 15 2025,,FUNDED,Conv 30yr
10047321,06/12/25,20250614,6.73, 73.3 ,81.19,0.4735,749,Loan Prospector,Jul 07 2025,,funded,F.H.A.
10043287,10-05-2025,2025-10-27,0.0759,56.41,69.28%,28.27,751,du,01/08/26,,funded,30 Year Conventional
10005645,10/28/25,10-30-2025,4.784%,76.32,79.62%,33.82%,821, LPA ,20251114,NULL, Funded ,CONV30
10020151,Nov 24 2025,12/29/25,6.15%,86.315%,87.84,0.371,696, DU ,2026-02-12,,Fund,Conv 30
10036209,08-04-2024,09-12-2024,5.516%,78.49,70.52,30.698%,689,DESKTOP UNDERWRITER,10/02/24,,FUNDED,30yr fixed
10044812,07/24/23,08/07/23,5.827%,0.704,73.06,42.9,708,Loan Prospector,NA,10/08/2023,Denied,30yr fixed
10032480,Jun 21 2026,Jun 27 2026, 6.1 ,0.7735,91.335%,0.4628,810,Loan Product Advisor,09-11-2026,N/A,Closed/Funded,Conv 30
10007358,20260201,Feb 15 2026,6.79%,53.77%,0.5881, 38.1 ,780,lpa,04/22/2026,NA,funded,Conv 30
10023191,Jul 09 2025,Aug 21 2025,0.0763, 64.6 ,67.49%, 29.9 ,751,lpa,10/28/2025,NA,funded,Conv 30
10034912,Jun 04 2023,20230608, 6.6 ,85.44,98.52, 47.6 ,834,du,07/06/23,N/A,Funded, conventional 30 
10005105,07-31-2024,08/18/2024, 7.8 ,85.06,86.99, 37.2 ,802,DESKTOP UNDERWRITER,2024-11-16,N/A,funded,15 Year Conventional
10037842,Dec 27 2025,Jan 25 2026,6.335%,70.187%, 76.9 , 42.4 ,750,DESKTOP UNDERWRITER,02/24/2026,N/A,Closed/Funded,VA 30YR
10017956,Nov 19 2023,2023-12-13, 6.6 , 56.8 ,0.5406,0.3562,662,lpa,20240228,,NA,30yr fixed
10020464,20260608,2026-06-12,4.82, 68.9 ,71.52,50.20%,seven hundred,D.U.,Jul 26 2026,NULL,FUNDED,CONV30
10017507,07/24/25,08/20/25,7.39%,96.25%,100.65%,33.01%,850,Loan Prospector,2025-09-04,NULL,FUNDED, conventional 30 
10048817,2025-07-24,08/13/25,0.0731,52.59,63.65, 47.2 ,759,DU,Aug 24 2025,,Closed/Funded,30YR FHA
10047296,11/19/25,12/31/25,5.07,84.86,77.7,0.4609,732,DU,2026-03-20,,Fund,N/A
10035736,04/25/2024,05-22-2024,6.340%,77.282%, 75.5 ,36.38,713, DU ,,N/A,Funded,30 Year Conventional
10018889,06/19/25,2025-08-03,NA,70.14,72.7,0.3157,724,du,09/26/25,,Closed/Funded,15 Year Conventional
10038757,10-04-2025,Oct 07 2025,0.0507,68.25%,72.34,N/A,738,du,Nov 10 2025,NA,Funded,Jumbo 30YR
10044426,2023-03-13,03-28-2023,5.93,65.42%,0.6744,31.335%,721, DU ,May 17 2023,,Fund,Conventional 30YR
10027385,20251110,12/22/25,6.26, 62.9 ,49.873%,NULL,693,Manual,03/18/2026,,Funded,30yr fixed
10023549,20231130,12/08/2023,6.885%,102.77%,1.0237,35.303%,715, DU ,02-13-2024,NULL,Fund,Conv 30yr
10033497,Dec 03 2023,20240113,5.452%,0.6593, 79.4 ,48.21%,764,Desktop Underwriter,02-18-2024,NA,Closed/Funded,JUMBO30
10040356,08/10/24,20240918,6.01,77.48, 69.8 , 51.1 ,768, DU ,12/03/24,None,FUNDED,F.H.A.
10007544,04-18-2024,06-01-2024,5.28,101.72,101.85,49.12%,765,du,N/A,2024-07-27,DENY,15yr fixed
10000413,10/05/25,10/30/25,6.60%,88.89,1.018,51.1,748,du,2026-01-13,N/A,Closed/Funded,CONV30
10011339,20230504,05/20/2023,6.04%,71.526%,0.7208,28.17,780,du,2023-06-14,NA,Fund,30 Year Conventional
